rule_id,compliance_id,jurisdiction_id,authority_id,governing_law,form_code,applicability_text,turnover_basis,employee_basis,effective_from,effective_to,tax_period,frequency,deadline_text,deadline_json,exceptions_text,verification_status,automation_enabled,checked_on,compliance_name,department_id,obligation_kind,scope_level,trigger_types,entity_types,documents,application_url,filing_mode,physical_submission,applicant_visit,inspection,process_notes,source_urls
C103-V1,C103,IN,AUTH-GST,"CGST Act, Sec 73/74",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,,Event-based,"Use the actual notice, applicable legal provision, tax period and service date. This source does not verify a uniform SCN reply period; no automatic date assigned.","{""type"": ""notice_supplied"", ""requires"": [""notice_received_at"", ""notice_deadline"", ""legal_provision""]}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,GST Show Cause Notice (SCN) Response,GST,mandatory_if_applicable,central,notice,llp|partnership|private_company|public_company|sole_proprietor,"Reply draft, supporting documents/reconciliations, legal submissions",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C104-V1,C104,IN,AUTH-GST,"CGST Act, Sec 29",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,,Event-based,"Use actual notice/order, legal provision, period, service date and applicable extension. No universal reply deadline assigned.","{""type"": ""notice_supplied"", ""requires"": [""notice_received_at"", ""notice_deadline"", ""legal_provision""]}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14,GST Registration Suspension/Cancellation Notice Response,GST,mandatory_if_applicable,central,notice,llp|partnership|private_company|public_company|sole_proprietor,"Explanation, pending return filings, reconciliation",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C105-V1,C105,IN,AUTH-INCOME_TAX,"Income Tax Act 1961, Sec 143(1)",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,1961 Act periods / AY through 2026-27; check transitional provisions,Event-based,"Use actual notice/order, legal provision, period, service date and applicable extension. No universal reply deadline assigned.","{""type"": ""notice_supplied"", ""requires"": [""notice_received_at"", ""notice_deadline"", ""legal_provision""]}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,Income Tax Intimation u/s 143(1),INCOME_TAX,mandatory_if_applicable,central,notice,llp|partnership|private_company|public_company|sole_proprietor,"Return copy, computation reconciliation",https://www.incometax.gov.in/,online,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",https://www.incometaxindia.gov.in/documents/d/guest/press-release-income-tax-act-2025-comes-into-force-from-01-april-2026-pdf
C106-V1,C106,IN,AUTH-INCOME_TAX,Income Tax Act 1961,,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,1961 Act periods / AY through 2026-27; check transitional provisions,Event-based,"Use actual notice/order, legal provision, period, service date and applicable extension. No universal reply deadline assigned.","{""type"": ""notice_supplied"", ""requires"": [""notice_received_at"", ""notice_deadline"", ""legal_provision""]}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,Income Tax Scrutiny Notice u/s 143(2)/142(1),INCOME_TAX,mandatory_if_applicable,central,notice,llp|partnership|private_company|public_company|sole_proprietor,"Books of accounts, supporting evidence for return entries queried",https://www.incometax.gov.in/,online,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",https://www.incometaxindia.gov.in/documents/d/guest/press-release-income-tax-act-2025-comes-into-force-from-01-april-2026-pdf
C107-V1,C107,IN,AUTH-EPFO,"EPF Act 1952 [Legacy reference]. Review operative Labour Code, current rules/schemes and savings from 21 November 2025; do not use legacy law alone.",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,,Event-based,"Use actual notice/order, legal provision, period, service date and applicable extension. No universal reply deadline assigned.","{""type"": ""notice_supplied"", ""requires"": [""notice_received_at"", ""notice_deadline"", ""legal_provision""]}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,EPFO Inspection / Notice Response,EPFO,mandatory_if_applicable,central,notice,llp|partnership|private_company|public_company|sole_proprietor,"Wage registers, ECR filing history, attendance records",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",https://labour.gov.in/sites/default/files/pib2209767.pdf
C108-V1,C108,IN,AUTH-MCA,"Companies Act 2013, Sec 454",,"Private Ltd, Public Ltd",N/A,N/A,,,,Event-based,"Use actual notice/order, legal provision, period, service date and applicable extension. No universal reply deadline assigned.","{""type"": ""notice_supplied"", ""requires"": [""notice_received_at"", ""notice_deadline"", ""legal_provision""]}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,MCA / ROC Adjudication or Show Cause Notice,MCA,mandatory_if_applicable,central,notice,private_company|public_company,"Explanation, supporting filings, compounding application (if applicable)",https://www.mca.gov.in/,online,unverified,unverified,unverified,"MCA21 electronic filing route. DSC, execution, foreign-document notarisation/apostille and hearing requirements depend on form and applicant; not verified here.",https://mca.gov.in/
C054-V2,C054,IN,AUTH-TDS_TCS,Income-tax Act 2025 / Income-tax Rules 2026,138,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd with employees",N/A,N/A,2026-04-01,,Tax Year 2026-27 onwards; transaction transition rules where relevant,Quarterly,Check period/category-specific due date,"{""type"": ""manual_review""}","New form: 138. Check applicable new-law rule, transition, eligibility and extensions.",researched_partial,0,2026-09-14,Quarterly salary TDS statement,TDS_TCS,mandatory_if_applicable,central,date,llp|partnership|private_company|public_company|sole_proprietor,Current 138 data and supporting records; confirm form-specific checklist,https://www.incometax.gov.in/,online,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",https://www.incometax.gov.in/iec/foportal/newformpage/forms?mobile-app=1
C055-V2,C055,IN,AUTH-TDS_TCS,Income-tax Act 2025 / Income-tax Rules 2026,140,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,2026-04-01,,Tax Year 2026-27 onwards; transaction transition rules where relevant,Quarterly,Check period/category-specific due date,"{""type"": ""manual_review""}","New form: 140. Check applicable new-law rule, transition, eligibility and extensions.",researched_partial,0,2026-09-14,Quarterly resident non-salary TDS statement,TDS_TCS,mandatory_if_applicable,central,date,llp|partnership|private_company|public_company|sole_proprietor,Current 140 data and supporting records; confirm form-specific checklist,https://www.incometax.gov.in/,online,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",https://www.incometax.gov.in/iec/foportal/newformpage/forms?mobile-app=1
C056-V2,C056,IN,AUTH-TDS_TCS,Income-tax Act 2025 / Income-tax Rules 2026,144,Entities making payments to non-residents,N/A,N/A,2026-04-01,,Tax Year 2026-27 onwards; transaction transition rules where relevant,Quarterly,Check period/category-specific due date,"{""type"": ""manual_review""}","New form: 144. Check applicable new-law rule, transition, eligibility and extensions.",researched_partial,0,2026-09-14,Quarterly non-resident TDS statement,TDS_TCS,mandatory_if_applicable,central,date,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Current 144 data and supporting records; confirm form-specific checklist,https://www.incometax.gov.in/,online,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",https://www.incometax.gov.in/iec/foportal/newformpage/forms?mobile-app=1
C057-V2,C057,IN,AUTH-TDS_TCS,Income-tax Act 2025 / Income-tax Rules 2026,143,"Entities collecting TCS (e-commerce, scrap dealers, large sellers etc.)",N/A,N/A,2026-04-01,,Tax Year 2026-27 onwards; transaction transition rules where relevant,Quarterly,Check period/category-specific due date,"{""type"": ""manual_review""}","New form: 143. Check applicable new-law rule, transition, eligibility and extensions.",researched_partial,0,2026-09-14,Quarterly TCS statement,TDS_TCS,mandatory_if_applicable,central,date,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Current 143 data and supporting records; confirm form-specific checklist,https://www.incometax.gov.in/,online,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",https://www.incometax.gov.in/iec/foportal/newformpage/forms?mobile-app=1
C061-V2,C061,IN,AUTH-TDS_TCS,Income-tax Act 2025 / Income-tax Rules 2026,145 / 146,Entities remitting funds abroad,N/A,N/A,2026-04-01,,Tax Year 2026-27 onwards; transaction transition rules where relevant,Event-based,Check period/category-specific due date,"{""type"": ""manual_review""}","New form: 145 / 146. Check applicable new-law rule, transition, eligibility and extensions.",researched_partial,0,2026-09-14,Foreign remittance information / accountant certificate,TDS_TCS,mandatory_if_applicable,central,transaction,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Current 145 / 146 data and supporting records; confirm form-specific checklist,https://www.incometax.gov.in/,online,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",https://www.incometax.gov.in/iec/foportal/newformpage/forms?mobile-app=1
