coverage_id,jurisdiction_id,topic,applicability_status,authority_url,application_url,source_id,coverage_status,next_verification,legacy_row_id,linked_rule_ids,filing_mode,physical_submission,applicant_visit,inspection,testing_or_notarisation,documents,procedure_urls
MP-labour_welfare_fund,IN-MP,labour_welfare_fund,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-factory_licensing,IN-MP,factory_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-pollution_cte,IN-MP,pollution_cte,requires_activity_and_local_law_review,https://www.mppcb.mp.gov.in/,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-pollution_cto,IN-MP,pollution_cto,requires_activity_and_local_law_review,https://www.mppcb.mp.gov.in/,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-hazardous_waste,IN-MP,hazardous_waste,requires_activity_and_local_law_review,https://www.mppcb.mp.gov.in/,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-fire_safety,IN-MP,fire_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-municipal_trade,IN-MP,municipal_trade,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S009,,unverified,unverified,unverified,unverified,unverified,,
MP-building_occupancy,IN-MP,building_occupancy,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S009,,unverified,unverified,unverified,unverified,unverified,,
MP-state_drug_licensing,IN-MP,state_drug_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-excise,IN-MP,excise,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-legal_metrology,IN-MP,legal_metrology,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-rera,IN-MP,rera,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-psara,IN-MP,psara,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-state_food_safety,IN-MP,state_food_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-groundwater,IN-MP,groundwater,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MP-boilers,IN-MP,boilers,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S009,,unverified,unverified,unverified,unverified,unverified,,
MH-professional_tax,IN-MH,professional_tax,levy_evidenced_schedule_requires_review,https://www.mahagst.gov.in/user-registration/pt,https://www.mahagst.gov.in/user-registration/pt,MH_PT,partial_rule_research,"Verify current schedule, employer versus own-account liability, exemptions, registration time, payment and return dates. This does not mean every entity owes tax.",S001,S-MH-PT-REG-V1,online,unverified,unverified,unverified,unverified,PAN and applicant/entity particulars; employment/business and address details as requested by current form,https://www.mahagst.gov.in/user-registration/pt
MH-shops_establishments,IN-MH,shops_establishments,requires_activity_and_local_law_review,https://maitri.maharashtra.gov.in/,,MH_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S001,,unverified,unverified,unverified,unverified,unverified,,
MH-labour_welfare_fund,IN-MH,labour_welfare_fund,requires_activity_and_local_law_review,https://maitri.maharashtra.gov.in/,,MH_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S001,,unverified,unverified,unverified,unverified,unverified,,
MH-factory_licensing,IN-MH,factory_licensing,requires_activity_and_local_law_review,https://maitri.maharashtra.gov.in/,,MH_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S001,,unverified,unverified,unverified,unverified,unverified,,
MH-pollution_cte,IN-MH,pollution_cte,requires_activity_and_local_law_review,http://mpcb.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S001,,unverified,unverified,unverified,unverified,unverified,,
MH-pollution_cto,IN-MH,pollution_cto,requires_activity_and_local_law_review,http://mpcb.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S001,,unverified,unverified,unverified,unverified,unverified,,
