item_id,item_type,reference_id,status,work_required
COV-WB-professional_tax,state_topic,WB-professional_tax,partial_rule_research,"Verify current schedule, employer versus own-account liability, exemptions, registration time, payment and return dates. This does not mean every entity owes tax."
COV-WB-shops_establishments,state_topic,WB-shops_establishments,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-WB-labour_welfare_fund,state_topic,WB-labour_welfare_fund,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-WB-factory_licensing,state_topic,WB-factory_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-WB-pollution_cte,state_topic,WB-pollution_cte,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-WB-pollution_cto,state_topic,WB-pollution_cto,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-WB-hazardous_waste,state_topic,WB-hazardous_waste,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-WB-fire_safety,state_topic,WB-fire_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-WB-municipal_trade,state_topic,WB-municipal_trade,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-WB-building_occupancy,state_topic,WB-building_occupancy,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-WB-state_drug_licensing,state_topic,WB-state_drug_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-WB-excise,state_topic,WB-excise,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-WB-legal_metrology,state_topic,WB-legal_metrology,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-WB-rera,state_topic,WB-rera,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-WB-psara,state_topic,WB-psara,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-WB-state_food_safety,state_topic,WB-state_food_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-WB-groundwater,state_topic,WB-groundwater,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-WB-boilers,state_topic,WB-boilers,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
